tenure_months,monthly_charge,total_charges,support_tickets,late_payments,avg_monthly_usage_gb,contract_type,payment_method,internet_service,has_streaming,has_security_pack,num_products,region,customer_age,is_promo,churn
8,71.38,507.64,2,1,115.75,anual,debito,ninguno,1,1,2,centro,71,0,0
55,64.54,3745.48,1,1,94.07,mensual,credito,fibra,1,1,3,centro,67,1,0
8,80.2,662.51,2,0,67.87,mensual,debito,cable,1,0,4,oeste,27,1,0
4,85.34,255.81,2,4,96.17,anual,credito,fibra,0,1,4,centro,65,1,0
9,50.06,204.2,1,4,107.72,bianual,debito,movil,0,1,4,oeste,24,1,1
34,63.61,2101.06,1,1,192.38,anual,transferencia,fibra,1,0,2,oeste,61,1,0
45,32.2,1385.94,0,0,68.99,mensual,debito,fibra,1,0,1,sur,72,0,1
30,85.22,2428.09,3,1,160.76,mensual,credito,cable,1,0,1,norte,69,1,1
9,102.17,973.2,2,1,183.61,bianual,credito,fibra,1,1,1,sur,34,0,0
15,66.44,913.49,2,0,94.37,mensual,credito,movil,0,1,4,centro,61,1,1
62,26.75,1544.31,0,0,132.99,bianual,efectivo,movil,1,1,2,sur,69,0,0
70,75.96,5207.15,0,0,148.8,anual,credito,cable,1,1,2,norte,20,0,0
55,48.73,2509.84,1,1,140.55,bianual,transferencia,cable,1,0,4,norte,42,0,0
8,53.06,355.95,3,0,124.11,mensual,credito,fibra,0,0,1,sur,28,1,1
60,76.28,4511.36,2,0,86.06,bianual,transferencia,fibra,0,0,2,norte,39,1,0
50,69.58,3449.61,2,0,153.12,bianual,efectivo,movil,1,0,2,oeste,72,0,0
38,56.21,2181.83,1,0,101.28,anual,credito,fibra,1,1,1,norte,28,0,0
11,53.31,770.13,0,0,121.43,bianual,efectivo,ninguno,0,0,2,norte,59,0,0
72,67.27,4964.68,2,3,128.79,anual,debito,cable,1,1,4,oeste,77,1,0
32,57.63,1656.54,3,0,162.8,anual,transferencia,fibra,1,0,3,centro,68,0,0
4,45.03,287.35,1,0,216.4,anual,credito,fibra,1,1,2,oeste,21,0,0
16,59.01,1074.09,3,1,83.11,anual,debito,cable,0,1,4,oeste,75,0,0
29,71.11,2153.11,1,0,122.63,anual,credito,ninguno,1,0,1,sur,49,0,0
5,61.79,254.76,0,1,45.78,anual,debito,cable,0,1,4,norte,78,0,0
24,39.56,1125.17,2,1,194.07,anual,efectivo,cable,0,1,3,oeste,61,1,0
34,82.8,2707.46,5,1,122.19,bianual,transferencia,ninguno,0,1,1,sur,63,1,0
69,15.7,1211.31,2,0,105.02,mensual,credito,fibra,0,0,4,norte,43,0,0
7,56.97,523.18,1,1,122.61,anual,debito,fibra,1,1,1,centro,27,0,0
42,53.84,2321.22,2,0,125.14,anual,efectivo,movil,0,1,3,norte,36,0,1
66,67.67,4250.45,2,0,83.41,anual,transferencia,cable,0,0,3,norte,48,0,0
59,75.11,4455.74,2,0,179.4,mensual,transferencia,fibra,0,1,4,centro,27,0,0
67,85.28,5813.66,1,0,152.24,mensual,credito,movil,0,1,1,sur,19,1,0
13,52.18,684.12,2,2,159.21,mensual,credito,fibra,1,0,4,norte,29,1,0
58,75.56,4372.62,0,2,86.0,anual,debito,cable,0,0,1,centro,65,0,0
71,68.52,4820.04,0,1,83.29,anual,transferencia,movil,0,0,1,sur,75,1,0
24,34.19,757.29,2,1,114.32,anual,debito,fibra,1,1,1,oeste,68,0,0
36,99.21,3560.14,1,0,160.0,mensual,debito,movil,1,1,2,norte,43,0,1
39,39.1,1668.7,4,2,145.08,mensual,debito,movil,0,1,3,sur,48,0,1
36,72.55,2527.4,2,2,81.12,anual,credito,fibra,1,1,1,oeste,19,1,0
21,72.02,1559.52,2,0,153.39,bianual,credito,fibra,0,1,1,norte,49,1,0
70,69.96,4574.46,4,0,71.39,anual,transferencia,movil,0,0,3,oeste,41,0,1
69,56.1,3807.85,2,1,86.92,mensual,efectivo,cable,0,1,1,oeste,41,0,0
28,79.89,2322.55,2,0,127.89,mensual,debito,fibra,0,1,3,norte,55,0,1
58,36.91,2261.45,4,0,61.43,anual,debito,fibra,0,0,4,centro,43,0,0
29,63.82,1717.27,1,0,71.82,mensual,credito,fibra,0,0,3,norte,55,0,1
58,54.85,3215.27,6,1,197.61,anual,transferencia,cable,1,1,1,oeste,69,0,0
43,52.81,2364.29,2,0,188.31,bianual,efectivo,movil,0,0,3,oeste,23,1,1
34,72.72,2375.3,0,0,234.49,bianual,debito,cable,0,1,2,sur,72,0,0
10,84.39,642.67,2,0,142.53,mensual,debito,fibra,1,0,1,oeste,33,0,0
48,58.82,2660.84,1,0,152.24,mensual,efectivo,movil,1,1,1,sur,62,0,1
24,79.05,1704.99,4,0,112.25,anual,credito,fibra,1,0,2,centro,62,0,0
16,65.9,1138.68,0,1,102.48,bianual,credito,fibra,1,1,4,sur,78,0,0
14,48.93,696.21,1,0,163.6,mensual,debito,ninguno,1,0,2,norte,78,1,0
71,60.36,4232.77,1,1,188.1,mensual,debito,fibra,1,0,1,sur,30,0,0
8,59.61,368.73,5,2,159.33,anual,debito,cable,1,1,2,sur,49,1,0
58,52.46,3173.58,4,0,78.01,mensual,transferencia,movil,1,1,1,norte,73,0,1
63,72.71,4553.84,2,0,139.58,mensual,transferencia,fibra,1,1,1,centro,23,1,0
3,69.22,244.44,0,0,81.49,bianual,credito,cable,0,0,4,oeste,57,0,0
43,36.37,1453.18,0,2,103.78,mensual,credito,movil,1,0,4,centro,71,1,1
42,35.27,1338.24,1,2,201.81,mensual,debito,fibra,0,1,1,sur,46,1,0
26,72.64,2008.65,3,1,60.02,mensual,debito,movil,1,1,3,sur,44,1,1
49,50.32,2474.07,0,0,228.43,mensual,debito,fibra,1,1,4,oeste,42,1,0
30,70.44,2132.02,1,2,147.48,mensual,debito,movil,1,0,3,centro,62,0,1
32,79.06,2567.32,1,0,96.69,mensual,efectivo,fibra,1,1,2,sur,28,1,0
32,42.12,1464.78,6,1,123.41,mensual,debito,cable,1,1,1,sur,32,0,1
58,39.59,2434.4,3,1,85.75,anual,debito,cable,1,0,1,oeste,23,1,0
46,95.14,4240.7,1,0,92.65,mensual,transferencia,fibra,1,0,4,centro,71,0,1
28,71.33,1964.42,1,0,123.66,anual,credito,fibra,1,0,3,sur,65,1,0
67,57.45,3723.85,1,2,103.55,bianual,debito,cable,1,1,4,oeste,34,0,0
58,48.19,2814.81,0,0,73.35,bianual,debito,movil,1,1,4,centro,54,0,0
68,55.81,3746.82,2,0,108.93,mensual,debito,fibra,1,0,2,oeste,60,0,0
53,43.57,2270.24,3,1,54.27,mensual,debito,movil,1,1,3,sur,30,1,1
29,80.9,2317.65,2,1,56.41,anual,transferencia,fibra,1,1,1,oeste,42,1,0
56,51.02,2822.41,5,0,55.9,mensual,credito,cable,1,1,3,oeste,39,0,1
24,84.68,2333.62,1,2,203.57,anual,debito,cable,1,1,4,centro,40,0,0
20,57.79,922.31,1,0,140.28,anual,transferencia,movil,1,0,3,oeste,58,0,0
33,46.22,1505.56,6,0,149.79,mensual,debito,cable,1,1,3,sur,29,1,0
70,57.33,3832.04,1,0,120.56,mensual,credito,fibra,1,1,2,centro,32,0,0
41,17.76,746.55,2,0,145.31,bianual,debito,fibra,1,1,4,centro,69,0,0
28,62.83,1587.98,1,1,178.79,mensual,debito,fibra,1,0,3,centro,29,1,1
34,61.94,2096.86,2,0,140.39,anual,credito,cable,1,1,2,centro,44,0,0
21,79.85,1587.77,2,1,202.02,anual,debito,fibra,0,0,2,oeste,63,1,0
48,31.05,1618.3,0,0,118.14,mensual,debito,fibra,1,1,4,centro,43,0,0
26,85.91,2053.92,5,1,149.95,mensual,credito,fibra,1,1,1,centro,46,0,0
40,79.77,3026.83,3,1,155.2,anual,transferencia,fibra,1,0,3,sur,24,0,0
27,87.54,2224.83,1,0,73.4,mensual,credito,cable,1,0,2,centro,44,0,0
24,64.05,1580.75,2,0,122.14,anual,debito,ninguno,0,0,2,centro,26,1,0
70,83.25,5850.91,3,1,27.93,mensual,debito,fibra,1,1,2,oeste,27,0,0
25,38.52,925.64,5,1,113.51,bianual,credito,fibra,1,1,4,oeste,40,0,0
6,77.83,541.87,4,1,106.04,anual,debito,fibra,1,0,2,centro,56,1,0
28,51.12,1157.49,1,0,103.05,mensual,debito,cable,1,1,2,norte,20,0,0
39,35.27,1344.27,2,1,99.62,anual,credito,cable,1,1,4,centro,24,0,1
7,44.77,309.12,0,0,145.6,anual,efectivo,fibra,0,1,2,centro,54,1,0
23,65.1,1516.62,2,1,75.71,anual,transferencia,fibra,0,1,4,norte,55,1,0
12,50.16,607.73,1,1,213.0,mensual,debito,movil,1,1,2,norte,29,0,1
37,71.77,2683.66,3,0,148.37,mensual,transferencia,cable,0,0,4,oeste,21,1,0
53,32.45,1771.7,1,0,79.85,anual,credito,movil,1,0,2,sur,62,0,0
70,26.71,2101.45,1,0,152.36,mensual,transferencia,fibra,1,1,2,oeste,76,0,0
29,89.7,2685.26,1,0,169.74,anual,credito,movil,0,0,3,sur,57,0,0
63,81.27,4937.47,1,0,138.46,mensual,transferencia,movil,1,0,4,oeste,32,1,1
16,46.11,836.66,2,0,69.71,bianual,credito,fibra,0,0,1,centro,46,1,0
57,64.95,3682.52,2,1,231.86,bianual,transferencia,fibra,1,0,4,centro,71,1,0
41,83.35,3347.06,5,0,151.97,mensual,credito,fibra,0,1,2,centro,30,0,1
55,72.55,3814.78,2,0,57.62,mensual,credito,movil,0,1,4,centro,22,0,0
55,67.67,3684.82,3,0,130.46,mensual,credito,fibra,1,0,3,centro,65,0,0
39,84.71,3325.73,1,1,108.98,bianual,debito,fibra,1,1,3,norte,57,0,0
19,51.85,1073.44,2,0,120.32,mensual,credito,cable,0,1,2,centro,78,0,0
38,65.56,2357.39,4,1,60.31,anual,debito,cable,0,1,1,oeste,48,0,0
60,64.68,3829.15,1,0,122.72,anual,debito,fibra,1,0,1,oeste,61,0,0
70,60.09,4145.17,1,1,78.44,mensual,credito,fibra,1,1,1,oeste,45,1,0
67,57.98,3814.64,1,3,102.52,anual,credito,fibra,1,1,3,centro,62,1,0
14,66.31,744.01,2,0,139.37,mensual,debito,fibra,1,1,3,centro,59,1,0
44,65.62,2758.12,2,0,96.17,mensual,debito,fibra,1,0,3,oeste,29,1,0
8,46.13,331.2,1,2,105.48,bianual,credito,movil,1,1,4,centro,69,0,0
49,79.43,3965.82,2,1,161.01,mensual,efectivo,ninguno,1,1,4,norte,42,1,1
72,47.43,3385.55,2,0,75.57,mensual,credito,movil,1,0,2,centro,46,1,1
4,61.07,99.1,2,1,87.58,anual,transferencia,fibra,0,1,3,norte,23,1,1
48,59.68,2831.66,2,0,57.27,anual,credito,fibra,1,0,1,norte,34,1,0
69,71.45,4779.49,3,1,78.86,anual,debito,cable,0,0,3,centro,23,1,0
61,26.86,1726.06,0,0,126.46,mensual,debito,fibra,1,0,2,oeste,75,0,0
29,81.04,2528.32,2,2,151.97,anual,credito,movil,1,0,2,norte,45,0,0
8,52.81,432.23,2,2,79.69,mensual,efectivo,movil,0,0,2,centro,26,0,1
67,86.96,5905.61,4,2,150.49,mensual,debito,ninguno,1,1,1,centro,33,1,0
67,56.39,3690.83,3,0,125.26,mensual,credito,movil,1,0,3,oeste,58,0,1
42,64.12,2719.01,2,3,50.87,anual,transferencia,fibra,1,0,3,centro,57,0,0
71,99.45,7051.84,1,1,128.73,anual,transferencia,fibra,1,1,1,centro,55,0,0
1,60.01,174.06,3,4,179.72,mensual,credito,movil,0,1,2,sur,74,0,1
45,87.3,3851.53,1,2,25.39,mensual,debito,cable,1,1,2,sur,76,0,1
3,65.7,181.44,1,0,220.26,anual,efectivo,movil,0,1,2,centro,44,1,0
68,72.48,4790.24,2,1,89.47,mensual,credito,fibra,1,1,4,centro,60,0,1
49,66.26,3317.31,1,0,37.54,mensual,debito,cable,1,1,2,sur,25,0,0
66,80.26,5214.28,0,1,126.92,anual,transferencia,cable,1,0,3,centro,23,0,0
41,52.66,2113.93,1,0,161.55,mensual,efectivo,fibra,1,1,1,centro,30,1,1
6,47.29,169.53,1,1,105.98,mensual,efectivo,cable,0,1,4,norte,41,0,1
2,53.51,76.95,2,1,135.58,anual,credito,fibra,1,0,2,norte,45,0,1
25,66.79,1748.22,1,1,225.99,mensual,transferencia,fibra,1,0,2,norte,77,0,0
54,61.03,3330.91,2,3,130.28,anual,debito,cable,1,0,1,oeste,46,0,1
11,77.78,1001.37,0,0,269.12,anual,efectivo,fibra,1,0,4,oeste,46,0,0
62,88.49,5400.33,3,0,183.23,mensual,transferencia,movil,1,0,3,norte,51,1,0
18,47.43,847.16,0,1,122.58,anual,credito,fibra,1,1,1,centro,23,1,0
36,51.79,1994.88,3,1,134.58,anual,debito,cable,0,1,3,sur,73,0,0
15,39.15,467.3,5,1,104.03,bianual,transferencia,fibra,1,0,2,centro,33,0,0
34,101.55,3589.68,2,1,132.48,anual,credito,cable,0,1,3,sur,73,1,0
33,70.48,2502.06,2,0,148.08,mensual,efectivo,fibra,1,0,1,centro,63,1,0
1,73.64,50.0,2,1,99.79,anual,transferencia,movil,1,1,3,centro,57,1,0
41,40.88,1962.07,3,2,51.0,anual,transferencia,cable,0,0,1,sur,72,0,1
57,64.98,3664.58,1,0,186.06,anual,debito,fibra,1,1,3,norte,27,0,0
68,74.17,4834.68,3,2,168.67,mensual,transferencia,cable,0,0,2,centro,62,1,1
24,60.45,1312.71,0,0,49.15,anual,transferencia,fibra,0,1,4,norte,28,0,0
64,84.36,5373.95,3,0,128.55,mensual,credito,fibra,0,0,3,oeste,78,0,0
64,106.61,6767.46,1,1,171.35,bianual,debito,fibra,1,1,1,sur,36,0,0
72,47.95,3351.49,3,2,166.19,mensual,transferencia,cable,1,0,4,norte,39,0,1
27,46.6,1103.13,2,1,85.3,mensual,debito,cable,0,1,4,centro,62,0,1
62,49.2,2875.5,2,1,169.11,mensual,debito,movil,1,1,2,sur,42,0,0
41,93.91,4042.39,2,1,120.75,bianual,debito,fibra,1,1,2,centro,69,0,0
5,83.76,455.25,3,0,139.43,anual,debito,fibra,0,1,1,centro,42,0,0
20,62.56,1365.34,1,1,74.03,mensual,credito,cable,1,0,3,centro,57,0,0
49,65.66,3098.91,0,1,5.0,bianual,debito,cable,1,0,2,sur,29,1,0
12,50.3,550.24,1,0,81.13,mensual,credito,fibra,1,1,1,oeste,69,1,1
32,81.02,2464.95,1,2,146.83,mensual,efectivo,fibra,1,1,3,norte,19,0,1
56,58.16,3191.37,0,0,109.73,mensual,credito,ninguno,0,1,1,centro,32,0,0
11,60.32,785.6,1,0,152.51,mensual,credito,fibra,1,0,1,oeste,65,1,0
36,75.96,2676.98,1,0,175.31,mensual,debito,fibra,1,0,4,sur,59,0,0
16,61.62,968.13,3,1,103.47,mensual,credito,fibra,1,0,3,oeste,28,0,0
39,60.77,2284.27,3,0,98.55,mensual,credito,fibra,1,1,1,centro,34,0,1
18,65.19,1260.78,1,0,10.66,mensual,transferencia,fibra,0,1,3,sur,35,0,0
70,79.32,5479.25,1,2,42.62,mensual,efectivo,fibra,1,0,2,centro,57,1,1
6,94.64,715.08,1,1,53.0,anual,credito,fibra,0,0,1,oeste,38,0,1
70,75.54,5241.01,0,0,147.83,mensual,debito,fibra,0,0,1,oeste,19,0,0
58,79.46,4899.45,0,0,103.97,mensual,transferencia,fibra,1,0,4,norte,41,0,1
62,61.4,3950.55,1,1,93.29,mensual,efectivo,fibra,0,1,1,centro,55,0,0
62,52.26,3233.83,1,0,87.56,anual,efectivo,movil,1,0,3,norte,42,1,0
14,76.77,1082.98,4,3,81.05,anual,efectivo,fibra,1,1,4,norte,72,0,1
68,68.08,4793.93,3,1,166.17,mensual,debito,fibra,1,0,2,sur,57,0,0
43,39.39,1732.87,1,1,124.67,anual,transferencia,movil,1,1,3,centro,33,1,0
70,59.09,4208.28,1,0,169.57,bianual,debito,movil,1,0,2,sur,57,0,1
64,63.51,4318.33,0,1,10.33,anual,debito,cable,1,1,3,oeste,70,0,0
42,55.81,2368.79,5,0,146.64,mensual,transferencia,fibra,1,1,2,sur,76,1,0
27,91.67,2222.96,2,0,95.81,bianual,debito,movil,0,0,2,norte,21,0,0
9,73.64,683.47,3,2,105.93,mensual,credito,cable,1,1,3,centro,34,0,0
8,89.72,858.48,0,0,187.64,mensual,debito,fibra,1,1,1,centro,57,0,0
29,69.74,2060.21,0,1,100.51,anual,debito,fibra,1,0,3,sur,19,1,0
59,66.46,3782.17,3,0,144.59,mensual,debito,fibra,1,1,3,oeste,43,1,1
37,48.14,1770.96,1,0,69.1,bianual,credito,fibra,1,1,4,norte,54,0,0
35,65.21,2460.42,2,1,121.81,mensual,debito,fibra,0,1,1,centro,19,0,1
18,65.23,1003.9,2,1,40.44,mensual,credito,fibra,1,0,1,oeste,25,1,1
41,40.39,1449.51,2,2,117.13,mensual,credito,movil,1,1,2,centro,57,1,0
46,55.29,2442.88,0,1,139.27,anual,debito,movil,1,1,4,centro,46,1,1
71,59.18,4339.36,1,0,175.32,mensual,transferencia,fibra,1,1,2,norte,27,0,0
53,72.44,3593.6,2,1,79.11,mensual,debito,fibra,1,0,1,norte,19,1,0
44,73.3,3239.71,2,1,93.55,bianual,transferencia,cable,1,0,1,centro,48,1,0
66,54.54,3659.19,1,1,87.79,mensual,efectivo,fibra,1,0,4,oeste,74,0,1
31,73.44,2276.85,3,0,107.3,mensual,efectivo,movil,1,0,4,norte,33,0,1
68,61.72,4019.24,1,0,71.8,anual,credito,ninguno,1,0,1,oeste,43,0,0
27,15.0,420.69,1,1,12.14,mensual,transferencia,cable,0,0,3,centro,25,1,0
10,56.28,432.0,0,0,67.86,mensual,debito,fibra,0,1,4,oeste,41,1,1
31,84.42,2634.51,1,1,117.55,mensual,efectivo,movil,1,1,1,norte,24,0,1
10,34.73,240.41,1,0,112.59,mensual,debito,fibra,1,0,1,norte,32,1,0
9,67.03,643.09,1,0,147.61,mensual,credito,fibra,1,0,2,sur,56,1,0
64,93.53,5979.96,3,0,162.11,anual,credito,cable,1,1,1,centro,46,1,1
58,51.31,2824.35,2,0,97.52,mensual,transferencia,fibra,0,0,3,oeste,30,1,0
16,65.04,1106.94,2,0,40.71,mensual,transferencia,fibra,1,0,3,oeste,26,0,1
61,41.53,2515.71,3,3,140.16,mensual,debito,movil,0,1,2,sur,36,0,1
5,94.29,509.61,2,1,119.51,bianual,debito,fibra,1,1,4,oeste,68,0,0
21,63.5,1357.01,2,0,107.08,anual,transferencia,fibra,1,1,4,oeste,30,1,1
51,65.84,3478.06,1,1,181.02,mensual,efectivo,cable,1,1,3,sur,37,1,0
22,89.38,2035.4,0,2,142.53,anual,debito,fibra,1,1,3,centro,25,0,0
53,76.91,4124.73,4,1,126.14,mensual,transferencia,movil,1,1,1,oeste,55,0,1
63,49.24,2873.78,4,2,128.19,mensual,credito,ninguno,1,1,1,oeste,18,0,1
5,53.35,214.21,1,0,162.49,mensual,debito,ninguno,0,0,4,oeste,30,0,1
2,73.91,50.0,2,0,85.52,anual,debito,fibra,0,0,3,centro,47,1,1
68,53.77,3476.15,2,1,75.99,mensual,transferencia,ninguno,0,1,2,centro,58,0,0
38,26.89,1147.12,6,1,108.29,mensual,debito,fibra,1,0,3,oeste,64,1,0
37,64.04,2299.34,3,1,61.1,anual,transferencia,fibra,0,1,1,norte,63,0,0
34,38.36,1426.71,0,2,117.73,bianual,debito,fibra,1,1,2,oeste,22,0,0
32,94.09,2901.57,3,0,124.85,bianual,credito,movil,0,1,2,norte,53,0,0
50,68.18,3377.43,0,1,116.56,anual,debito,fibra,0,0,4,centro,28,0,0
42,48.71,2048.63,2,1,101.93,anual,transferencia,cable,1,0,2,centro,54,0,0
12,52.42,799.65,0,3,202.65,mensual,debito,movil,1,0,1,norte,72,1,1
46,30.99,1530.91,2,0,167.03,mensual,debito,fibra,0,0,2,sur,19,0,1
49,45.21,2140.89,0,2,115.14,anual,credito,movil,0,1,2,sur,73,0,1
9,83.29,675.97,2,1,124.65,mensual,credito,fibra,0,0,2,norte,74,0,0
28,105.17,2953.15,1,1,188.82,bianual,credito,fibra,1,1,4,norte,76,1,1
57,78.08,4723.03,3,2,90.77,mensual,debito,cable,1,0,2,norte,20,0,1
45,63.34,2846.44,3,0,71.72,mensual,debito,cable,1,1,2,centro,56,1,0
10,57.22,460.81,4,2,131.34,mensual,debito,fibra,0,0,2,sur,34,0,0
3,47.78,50.0,2,1,140.7,anual,debito,movil,0,0,1,norte,18,0,1
42,102.08,4253.0,2,0,144.43,mensual,debito,fibra,1,1,1,norte,21,0,0
34,61.6,2120.43,2,4,161.39,anual,debito,cable,1,1,1,centro,25,0,1
70,103.08,7094.87,1,0,83.37,mensual,credito,fibra,1,0,4,norte,43,0,0
38,90.08,3524.96,0,1,49.58,anual,debito,fibra,0,0,4,sur,31,0,0
68,33.67,2198.97,1,1,90.77,anual,credito,cable,1,0,1,centro,22,1,0
16,53.01,992.11,2,0,149.09,bianual,transferencia,cable,1,1,2,oeste,39,0,0
33,52.96,1767.01,1,0,73.91,mensual,transferencia,fibra,1,1,1,norte,47,0,0
11,63.56,647.46,3,1,23.31,mensual,credito,cable,1,1,4,norte,39,0,0
42,63.91,2334.94,4,0,127.21,mensual,debito,fibra,1,0,1,norte,56,1,0
14,118.93,1610.98,4,0,91.65,mensual,credito,fibra,1,0,3,oeste,28,0,0
36,45.61,1632.72,2,0,33.65,anual,debito,fibra,1,0,3,centro,37,0,0
25,69.12,1724.11,2,1,123.72,mensual,credito,movil,0,1,4,centro,28,0,1
14,76.1,1126.57,0,1,100.69,bianual,efectivo,fibra,0,1,4,centro,31,0,0
7,64.97,398.83,4,0,203.8,mensual,credito,fibra,1,0,4,centro,76,0,1
37,66.98,2541.02,1,2,124.44,anual,efectivo,fibra,1,1,2,oeste,57,0,0
69,46.19,3068.85,1,0,149.3,anual,debito,cable,1,1,4,norte,23,0,0
15,66.92,1115.4,3,0,119.14,bianual,debito,fibra,1,1,1,sur,28,0,0
30,74.21,2339.59,2,2,90.12,mensual,debito,fibra,1,1,1,oeste,19,1,1
17,70.9,1236.83,2,2,95.62,anual,debito,ninguno,0,1,4,sur,69,0,0
59,75.26,4524.96,3,0,174.05,mensual,debito,ninguno,1,1,4,norte,19,1,0
30,90.43,2669.8,1,1,157.39,mensual,efectivo,fibra,1,1,3,sur,22,0,0
71,81.87,5784.58,1,1,45.57,anual,credito,cable,1,0,2,oeste,52,0,0
18,66.28,1157.68,1,0,57.57,mensual,efectivo,movil,1,0,2,oeste,46,0,1
6,43.91,412.76,5,0,60.35,anual,transferencia,ninguno,0,1,4,centro,31,0,0
42,54.2,2293.83,1,1,173.0,mensual,transferencia,fibra,1,0,1,oeste,46,0,1
47,61.05,2770.95,2,1,33.43,mensual,efectivo,movil,1,0,3,norte,47,0,1
72,69.54,4993.31,2,1,159.32,anual,debito,fibra,1,1,2,centro,26,1,0
63,56.39,3489.06,1,0,139.92,mensual,transferencia,cable,1,0,1,centro,46,0,0
64,48.16,3097.22,1,3,127.34,anual,transferencia,cable,1,1,3,norte,67,0,0
46,43.61,1979.88,3,0,96.35,bianual,credito,cable,1,1,3,centro,73,0,0
26,35.28,748.43,1,2,179.43,mensual,credito,movil,0,0,1,centro,55,1,1
31,60.77,1748.78,2,0,125.67,mensual,efectivo,fibra,0,0,3,centro,27,1,0
10,38.55,334.55,1,1,47.79,mensual,efectivo,fibra,1,0,4,oeste,66,0,0
32,46.99,1662.9,0,0,59.43,mensual,debito,cable,0,0,4,norte,37,1,1
27,57.91,1337.72,4,1,37.76,anual,debito,fibra,1,0,4,norte,27,0,0
3,40.95,164.57,0,1,180.02,bianual,debito,cable,1,1,2,oeste,59,1,0
15,71.84,1264.58,2,0,191.21,mensual,transferencia,movil,1,1,3,centro,29,1,1
39,78.32,3170.33,3,0,174.31,mensual,debito,cable,1,0,3,sur,50,1,0
27,55.11,1484.94,0,2,112.84,mensual,credito,movil,1,1,4,centro,48,0,0
72,57.13,4086.1,2,0,48.68,mensual,credito,fibra,1,0,3,oeste,53,1,0
35,74.67,2690.37,2,2,67.3,mensual,efectivo,fibra,0,0,4,norte,39,1,1
70,52.15,3831.47,1,0,70.56,bianual,transferencia,movil,1,1,3,norte,46,0,0
48,50.91,2529.85,0,1,117.72,mensual,credito,cable,0,0,4,centro,25,1,0
3,86.54,281.91,4,0,189.37,anual,credito,cable,1,1,2,norte,68,1,0
15,80.92,1359.03,2,1,189.18,mensual,transferencia,fibra,0,0,1,oeste,58,0,1
51,75.83,3888.72,2,1,95.58,bianual,debito,cable,1,1,2,norte,25,1,0
40,81.66,3277.46,2,1,8.17,bianual,credito,fibra,0,1,2,centro,68,1,1
22,29.41,723.21,0,0,61.65,bianual,efectivo,movil,0,1,4,centro,76,1,0
38,89.37,3319.49,2,2,179.43,mensual,credito,fibra,1,1,3,norte,65,0,0
66,72.06,5114.85,1,0,131.58,mensual,efectivo,fibra,0,0,3,norte,29,1,0
28,83.19,2348.27,1,1,102.22,mensual,credito,fibra,0,1,1,norte,59,0,1
4,71.97,265.7,0,2,98.73,mensual,credito,fibra,1,0,3,centro,29,0,0
23,65.88,1616.55,2,4,82.46,anual,efectivo,ninguno,0,0,3,norte,66,0,1
68,60.04,4214.28,2,1,59.81,bianual,transferencia,cable,1,0,4,oeste,32,1,0
55,71.61,3856.38,2,0,223.6,anual,efectivo,cable,1,1,2,centro,74,0,1
61,59.39,3417.7,1,1,205.92,mensual,transferencia,fibra,0,1,3,norte,63,0,0
66,80.62,5281.21,3,1,78.91,mensual,debito,cable,0,0,1,norte,68,0,1
9,36.44,362.12,2,0,32.31,anual,debito,fibra,1,1,3,norte,54,1,1
21,55.25,1071.26,1,1,128.45,mensual,transferencia,cable,1,0,4,centro,24,1,0
5,101.81,506.01,0,0,112.63,mensual,efectivo,ninguno,1,1,4,oeste,24,0,0
1,53.73,50.0,0,0,151.41,mensual,transferencia,fibra,0,1,2,centro,67,1,0
61,60.7,3506.4,1,2,162.73,bianual,debito,movil,0,0,2,centro,71,1,0
68,49.11,3418.82,1,1,61.5,mensual,credito,ninguno,1,1,1,sur,41,0,0
12,71.05,960.39,2,0,184.01,bianual,credito,ninguno,1,1,2,centro,78,0,0
52,51.75,2714.62,0,0,102.34,mensual,credito,movil,1,1,3,oeste,35,0,1
39,61.66,2451.3,1,1,150.4,anual,credito,movil,1,1,4,sur,48,0,0
5,80.28,323.01,2,1,106.93,anual,efectivo,fibra,1,0,1,oeste,44,0,1
66,52.42,3445.38,1,1,166.12,bianual,credito,cable,1,0,3,sur,19,0,0
63,79.2,5070.34,2,2,5.0,mensual,debito,cable,1,1,1,norte,34,1,0
41,79.8,3107.78,2,0,156.92,mensual,credito,fibra,1,1,2,oeste,49,0,1
51,83.99,4160.85,2,1,78.4,mensual,debito,fibra,1,0,4,centro,19,0,1
29,67.53,1787.27,2,0,123.67,mensual,transferencia,fibra,0,0,1,norte,53,0,0
58,123.34,7355.82,0,1,182.24,mensual,efectivo,fibra,1,1,1,norte,49,0,1
33,83.98,2738.08,1,0,79.84,anual,transferencia,cable,1,1,1,sur,29,0,0
72,70.85,5273.62,3,0,72.0,mensual,transferencia,movil,1,1,2,norte,50,0,0
5,49.23,237.26,1,0,101.4,bianual,transferencia,cable,1,1,4,oeste,20,0,0
13,63.25,1037.51,1,1,98.25,anual,credito,cable,1,1,2,centro,57,0,0
70,90.67,6494.78,3,0,67.49,anual,credito,cable,1,1,4,sur,47,1,0
21,95.77,1929.03,1,2,125.31,anual,credito,fibra,0,0,4,centro,40,1,0
23,91.61,2120.64,4,1,127.91,mensual,credito,fibra,1,1,4,sur,71,0,1
57,79.13,4389.94,2,0,143.15,mensual,debito,fibra,1,1,2,norte,68,0,1
14,42.4,673.04,5,0,79.02,mensual,transferencia,movil,1,1,4,sur,33,0,1
